sample_id,essay1,essay2,label,essay1_id,essay2_id,para1_id,para2_id
1437494,"Features of calcareous grassland, and the importance as a habitat in the ChilternsThe Chilterns lay on a ridge of Cretaceous chalk with overlaying Tertiary clay, sand or sand and gravel on the foot of the dip slope. Primarily due to the difficulty in access, North-facing steep escarpment has been utilsed for sheep grazing while other more reachable areas had been converted to beech woodland for industry and to arable crop production (EN, 2005). Calcareous grassland occurs on those steep slopes, the climax vegetation is woodland but grassland community has established through woodland clearance or burning and centuries of agricultural practice Poschold, et al, 2002) which created regularly disturbed nutrient-poor land. Many plant species, such as gentians, orchids, scrubs, mosses and liverworts (table. 1) have evolved with this environmental condition, supporting many invertebrate and birds species (EN, 2005). There are over 40 vascular plant species estimated to be found in 1 km⁻¹ area in the Chilterns, some of them are recognised nationally scarce species. Butterflies and other insects associated with the habitat are also of value.","In addition to the production of guidelines or conference proceedings to support and enhance professional standards, the institute promotes to increase the students' interest on ecology and environmental management. The recent outcome of such objective is the career guidance to students at school or university 'Rooting for a Career in Ecology and Environmental Management?' published in collaboration with the British Ecological Society (BES&IEEM, 2001). Achievement: 'Ecological Impact Assessment Guidelines for the United Kingdom'. The Institute plays an important role in the provision of guidelines which provide practical advice for professional in order to conduct assessments or survey in relation to ecology and environmental management. 'Ecological Impact Assessment Guidelines for the United Kingdom (Fig 2)' is a recommended procedure for the ecological component of Environmental Impact Assessment which has been made available for free of charge as a downloadable PDF in the website in July 2006 (IEEM b, 2006). The Guidelines have been formulated by some members of the Institute and leading EIA professionals in the U.K.",True,684,571,35456,35575
1451040,"Such local specific analysis on the feasibility of growing trees from biological point of view is need for further evaluation. 2. Conservation In order to enhance conservation values, connectivity to existing forests and other important conservation sites should be further examined. There was lack of data on ecological features in details such as bird population and wildlife distribution around the existing forest and isolated habitat patches in the vicinity to the proposed buffer zones. This will help select which areas along the potential buffer zones should be prioritised for future planning and to convert from current land uses to forests if necessary. 3. Social perspectives Subjective information, such as preference of local residence on the size, location, structure, visual landscape of forest and buffer zones, and recognition on the importance of the buffer zones should be taken account in the real world situation. As mentioned, the significance of GIS approach is to enable map makers to integrate various information on factors affecting and/or likely to affect land uses in the form of maps (Makczewski, 2004, Zek and Keles, 2005). Data gathering on social aspects should be carried out in reality to maximise the potential use of GIS. 4.","One possible explanation to this result may be the presence of reestablishing grass species in control samples which formed complex rooting systems, provided variety of food resources that increased the assemblage of fungi, bacteria, and invertebrates (Titi, 2003). Hence, there might have been some correlation between autumn tillage and invertebrates diversity in following spring. The undisturbed soil my have higher possibility of containing well-preserved seed bank which would lead to the establishment of diverse plant community at early spring, whilst the ploughed soil my have been reduced the possibility of such recovery within a short period of time (Andrade et al. 2003). Furthermore, block design and the long-term management of the site prior to the experiment may have caused inaccuracy of this study. As already discussed, plot size was 50×50 cm which may not restricted the migration of organisms between the blocks to the expected extent. The field may have needed several years of management practice to affect biological community structure in the soil food web.",True,565,2487,35566,35618
1537558,"""Nature and Culture in the 'Iliad': The Tragedy of Hector"", published Chicago and London, 1975; p.16 Achilles' nearest Trojan equivalent, Hector, has some similar heroic values to Achilles. Like Achilles, Hector goes out to fight because he wants to be heroic and he wants to win 'timē'. In a conversation with his wife Andromache, she begs him not to fight, knowing that, if Hector died, she would lose everything as Hector is ""father and mother and brother...as well as my strong husband"" after Achilles had sacked her home town and killed her father and her seven brothers. Homer ""The Iliad""; Book 6, line 430 Hector, however, ignores her pleas not to fight, because he had ""trained [himself] always to be a good warrior...and try and win glory for [his] father and [himself]"".","'Civil War'; Book 4, lines 382-383 'Poetry and Civil War in Lucan's Bellum Civile'; p.87 There is a message from Lucan in this move of the troops forgoing their weapons, that civil war is unheroic, because everyone is fighting their own people and that, not only should it not occur, but it is an unfavourable way to remember a great warrior. As is traditional with epic, a principal hero always has a character whose characteristics oppose his own, and this is true with Caesar, whose balancing character is Cato. Cato is first mentioned in Book One, where Lucan reveals that 'each has on his side a great authority: the conquering cause the gods and the conquered Cato', showing how Cato is matched against the gods as someone who the soldiers and commanders desire protection from. Despite this distinguished introduction, he is not properly introduced until Book Two, and then is 'to all intents and purposes abandoned by Lucan until Book Nine'.",True,1760,1014,38315,38410
1041804,"Mario Petrucci Poetry in Performance: Intertextuality, Intra - textuality, Poeclectics,  URL  (2000/2001) p.8 Rob Pope  The English Studies Book, An Introduction to Language Literature and Culture 2nd ed, (London: Routledge, 1998) Mario Petrucci Poetry in Performance: Intertextuality, Intra - textuality, Poeclectics,  URL  (2000/2001) p.8 Although Judge Dreadword is not written phonetically, there is in the second stanza, hints of a sociolect. In the third line, 'I have a language in a vice all my own', there is ellipsis of the word 'of' between 'all' and 'my'. The main way Questel demonstrates this theme however, is through the content of the poem and his use - or misuse - of the poem form. 'Rude boy Q' is being charged with the murder of the English language; the poem opens with 'I am a murderer'. In Judge Dreadword the key theme of shifting traditional English forms to something more uniquely distinguished, is heavily dramatised.","In Agard's poem there is also foregrounding in the ambiguity of the meanings of words, which is consequent of semantic deviation. The Caribbean poem is an extended metaphor in which Agard uses the vehicle of the steel pan to convey a sense of new life born out of the past. This extended figurative structure is further complicated by the use of the term ""Recipe"", and the semantic language and clause structures associated with cooking. Within the body of the poem itself are also many other examples of metaphor and also puns. In line one, for example, the word ""rape"" could be understood in two ways, depending on what function we assign to it. If we take the verb function of ""rape"" the line would read as a basic phrase structure meaning to 'despoil' ""a people"". However, we could also read this in a figurative, metaphoric way by taking the noun definition of the word, where ""rape"" is a rich yellow plant, which would then be functioning adjectivally in the metaphoric structure to describe the people of the past, from which the present has been formed.",True,1757,2623,23113,23233
957828,"866 ibid, per Colman J., at 891 A further original problem with the POCA was that disclosure to NCIS was of very little use where neither the name of the alleged offender, nor the criminal property could be identified by the reporter. However, practitioners were still obliged to report in order to avoid committing an offence. To prevent useless disclosures being made the POCA has been amended so a practitioner will only commit an offence if he is able to ""identify [or provide information that will or may assist in the identification of] the other person [engaged in money laundering] or the whereabouts of any of the laundered property"". NCIS has been replaced by the Serious Organised Crime Agency Serious Organised Crime and Police Act 2005, section 104, amending: Proceeds of Crime Act 2002, section 330 This amendment once again appears to be of little utility. Section 330(3A)(b) now invites practitioners to consider what law enforcement agencies might be able to glean from seemingly innocent information. Without detailed knowledge of the resources and techniques of the authorities, the amended legislation cannot be envisaged to have a significant impact on disclosure.","1127, at 1130, per Auld LJ; see also: Bahamas Oil Refining Co v Kristiansands Tankrederie (The Polyduke) [1978] 1 Lloyd's Rep 211, at 215-216, per Kerr J see: Grogan v Robin Meredith Plant Hire [1996] C.L.C. 1127 Applebey (op.cit. ), pp.268 See: L'Estrange v F Graucob Ltd [1934] 2 K.B. 394 Curtis v. Chemical Cleaning and Dyeing Co. [1951] 1 K.B. 805, at 809, per: Denning LJ Parker v South Eastern Railway Company [1877] 2 C.P.D. 416 David was not presented with a receipt to sign, and assuming that the ticket not contain any terms, this would not result in incorporation. Should David have effectively argued to this point that the ticket was not incorporated, Photoprint would argue that consistent course of dealing result in incorporation. This argument too is likely to fail.",True,1187,2081,20782,20791
955278,"Kay contends that ""it is contrary to good business ethics that a man holding a position of trust in a company should use confidential information for his personal benefit [and] good business ethics should be supported and reinforced through legal sanctions"". Kay, M., Justice Report on Insider Trading, 1973, 36 Modern Law Review 185-192, pp. 186 Good business ethics also have significant practical consequences. ""The UK's position as a leading international financial centre depends on ... its reputation as a clean and fair place to do business"". This reputation is derived from inter alia the enforcement of high ethical standards, which in turn ensures investor confidence in the market. The reputation of the markets is vital to the economy and its protection alone is enough to justify criminal sanctions for insider dealing. see, Rider, supra, no.2, pp.47 Regulation is also seen to have positive affects on other aspects of the market and ""the efficacy of anti-insider dealing regulation has ... become almost a litmus test for the efficacy and competence of the wider regulatory structure overseeing the markets and the conduct of business in the financial sector"".","David will probably succeed in convincing the courts that the consistent course of dealing fails to justify incorporation. Elizabeth Macdonald, Incorporation of contract terms by a 'consistent course of dealing', 1988, Legal Studies, Volume 8, Issue 1, 48, pp.51 Thornton v Shoe Lane Parking [1971] 2 Q.B. 163 Conclusion on incorporation:The prominently displayed sign renders it extremely probable that the limitation clause was incorporated. 2) The limitation clause does not cover the acts which occurred and the clause is not permitted to limit liability for these acts:Prima facie, the clause covers the act concerned; the limitation clause covers ""any claim loss or damage"" and the act in question was clearly negligent damage to the film. However, David may successfully argue that the clause is not permitted to limit liability for negligence. Exclusion clauses, unless clearly stated, as held in White, cannot limit liability for negligence. However, this strict rule was relaxed in Canada Steamship, which held that if the ordinary meaning of the words covered negligence then it could be excluded. Ailsa Craig Fishing further relaxed the rules of construction with regard to limitation clauses.",True,2670,2081,20707,20794
957962,"(Rowntree 1902, cited in Nelson, 1993: 102-103) As the breadwinner of the family it was therefore imperative that the male be provided with sufficient intake of energy. If he lost his job- none of the family would be able to eat. Bread became the main source of mealtime provision for most poor families, a rudimentary but nonetheless popular and widespread staple. It could be eaten cold and therefore not only saved money on expensive fuel costs of cooking, but was quick and easy to prepare- an important quality for busy mothers. Furthermore, when bread went stale, it could be toasted, it was a readily available and a relatively cheap foodstuff, it could be served at any meal and most importantly, the family liked it. (Reeves, M, P., 1979, p.103) This last point was, and still is, a particular concern for housewives. Under economic scarcity, there tends to be little experimentation with food. Variety is not only more expensive, but carries significant risk.","Common perception held that ""on food safety issues, MAFF (was) no longer being taken seriously. Marsden, et al.2000. p.181 Barling et al, 2003. p. 9 Grant, 2000 p.71 The Government's philosophy behind the creation of the FSA was based on the James Report. This White Paper on the FSA identified three main factors that had eroded consumer confidence in food safety. Firstly, there was the conflict of interest within the MAFF between its responsibilities for sponsoring the food and farm industries and ensuring the safety of food. ""For politicians do not have only the consumers to please and it has been the fact that the Ministry of Agriculture, Fisheries and Food represents the interests of the constituency of farmers as well as those of the general public, rendering it both gamekeeper and poacher so to speak, that has lost it so much public confidence and trust."" According to James, due to the contradictory nature of its operational structure, there was almost no nutrition or food policy analysis made either by the DoH or MAFF which did not affect the food or agricultural industries.",False,1903,509,20806,20822
1166075,"Reflection in Decision Making and Problem SolvingHealth professionals have to constantly make decisions in practice to reach clinical or practical goals, and they may face problems on the way. According to Wilkinson (as cited in Taylor, 2000) the cognitive skills required for critical thinking include decision making and problem solving methods. 'Problem solving involves assessing, planning, implementing and evaluating the best course of action in given situations so that the most effective care can be negotiated' (Taylor, 2000, p.14) Reflection is an important process in all of these stages. When assessing, a Health Care Professional may need to reflect on the information given to gain a better understanding of the client or situation. When planning, they may need to reflect on anything that may have not gone to plan in previous similar situations. When implementing, they may need to reflect on their practice as they undertake it. Evaluation is reflection in itself, in looking what has happened, what could be improved and what went well. My own experience of using ReflectionI have had experience of reflecting in module workshops for my Occupational Therapy course.","A strategy to ensure credibility and trustworthiness of the data will be to involve participants in the analysis of the research, by giving them access to the transcribed data, and also the researcher's interpretations of it, and allowing them to comment on the research (Taylor, 2000). This is known as member checking (Mays and Pope, 2000; Robson, 2002). The data will be analysed using thematic analysis. The themes to be concentrated on will be those that relate to the participants feelings about the exercise and splinting regime they are currently undertaking. The researcher will familiarise themselves with the data and listen to the tapes, whilst reading the transcriptions for accuracy. Significant statements and recurring themes will be identified and extracted (Streubert and Rinaldi Carpenter, 1995). The initial themes that emerge will be coded, described and categorised into broad 'higher themes' (Taylor, 2000; Streubert and Rinaldi Carpenter, 1995). There may be some interconnection between categories, and there may also be some data which may not fit neatly into the main themes of the analysis (Taylor, 2000).",True,457,2210,26354,26408
1127755,"Thus habitat destruction exacerbates the effects of hunting and can have a dramatic impact causing primate populations to plummet (Dunbar and Cowlishaw, 2000; Struhsaker, 1997; Wright and Jernvall, 1998). Therefore primates living in disturbed, fragmented or modified forest areas are likely to be more vulnerable to the pressures of hunting. For example there have been a high number of local extinctions of the woolly monkey (Lagothrix spp.) in Havea habitats as result of the rubber tappers hunting them for food while working in the forest (Peres, 1991). Forest size and habitat heterogeneity also influence primate group size and distribution (Cowlishaw and Dunbar, 2000). Hunting and habitat loss will cause populations to decline in size. Small isolated populations are increasingly vulnerable to intrinsic factors, such as demographic and environmental stochasticity and the loss of genetic diversity (Leakey and Lewin, 1995). Except for a few exceptional cases extinction is a multi-stage process occurring patchily as populations are lost at different times and locations (Struhsaker, 1997).","Finding additional partners to mate with, to pass on genetic material into the next generation, is a major driving force behind male dispersal strategies. Greenwoods (1986) inbreeding avoidance hypothesis predicts that an individual's reproductive success will be reduced at high levels of inbreeding thus promoting dispersal. The average age at first conception for a number of primate species is less than the average residence of breeding males suggesting inbreeding avoidance with fathers or close relatives among females (Clutton-Brock, 1989). Males often disperse at puberty reducing the risk of mating with close kin (Packer, 1979). Random dispersal results in a diverse migrant pool, and maximises the breeding success of the population. Non-random dispersal by young males increases genetic similarity between groups enhancing inbreeding effects as the gene pool becomes less diverse, e.g. vervet monkeys (Cheney & Seyfarth, 1983). Fraternal migration in the absence of a continued exchange of males between groups does not appear to increase inbreeding and may be purely beneficial to the migrating individual (Cords, 1986).",True,483,2187,24834,24848
650269,"He concluded that although this was possible and desirable in theory, the conditions did not exist to make it practicable. The implication of this is that what exists is not necessarily the ideal state of things. There is much evidence to suggest that, for Bull, the ultimate political association in the anarchical states system would be a solidarist one of consensus and community. However, the achievable, ""second best"" scenario was a pluralist international society based on respect for the rule of law. Bull was 'aware that the state and the states system have emerged, evolved, are resilient, are being superseded, and will continue to evolve'. His 'sense of the future is essentially an extension in time of his interpretation of the past and present, but further sophisticated by a sceptical view of human capacity to discern future possibilities'. One could say that Bull's approach is 'self-consciously conditioned by historical circumstance, relying on an interpretive presentation of reality rather than claiming to be scientific in a positivist sense'. By essence this kind of approach is open to change and reinterpretation and Bull himself demanded it.","In the work of Hooghe and Marks there is an emphasis on the empirical verification of state sovereignty as 'diluted' by these processes. There is a preoccupation with proving that supranational institutions are now ""in control"" of European governance. Attempting to prove ""sovereignty in retreat"" simply cannot move us beyond the traditional impasse of state-centricism versus supranationalism. Aalberts, 'The Future of Sovereignty in Multilevel Governance Europe ', p.28, and Hix, 'The Study of the European Union II', pp.41-43 Fritz Wilhelm Scharpf, Governing in Europe: Effective and Democratic? Oxford: Oxford University Press, 1999, pp.187-204 Aalberts, 'The Future of Sovereignty in Multilevel Governance Europe ', pp.30-33 What is required to advance our knowledge of the EU polity, therefore, is precisely what the multi-level governance perspective offers: 'if cross border social processes are on the increase, then we should learn more from studying the interaction between units of a trans-national system than from a simple cross national comparison'.",False,2605,1283,13843,13982
1041677,"The Renaissance period saw a significant change in the way in which people viewed themselves. An increase in focus upon the individual generated various perspectives on the 'self', both public and private. The period also witnessed key developments in literature. Writers developed ""new genres to fashion a self, to describe other persons, or to present a personal vision of the world... The works produced are often intimate and personal but at the same time serve political and public purposes."" There are several areas in which to explore this often conflicting interplay between the public and private 'self', namely love and social manipulation. This essay will explore both the contextual background of the development of such ideas and how they were constructed in literature of the time M.H. Abrams and Stephen Greenblatt (eds) The Norton Anthology of English Literature, Volume 1 7th edition (London: Norton and Company Limited, 1999) p.1528 Humanism was a movement that lay at the heart of the fifteenth century Renaissance in Italy.","Although the enjambment between stanzas four and five is ironic, since the reader is also not 'looking', the effect of this, as with other occasions in the text, is that the verse is disjointed. This is also apparent in Petrucci's Reflections, between stanzas two and three, where the simile 'black / as a space-time singularity,' is divided. On other occasions, in Judge Dreadword the enjambment creates tone through the encouragement of stress on certain words. An example of this is line eighteen when the vowel sound of 'every day'' becomes stressed and hard because it has been placed at the start of the line. In order to demonstrate their chosen theme, the poems Mutations and Judge Dreadword manipulate traditional ideas and forms to achieve the poets' desired effects. In Mutations Petrucci's experimentation is one of ""implicit Intertextuality""; taking a ""reader orientated"" text and translating ""not between languages, but from one discipline to another."" This, he describes as a ""Centrifugal tactic"".",False,1757,792,23111,23194
1467902,"Due to the quality of the arable land, very few dairy farms have arisen on the Wolds and most of the cattle grazing the land are either fattening animals, or suckler cows and calves. Suckler cows and calves are the most common users of the grassed valleys as the land is highly productive and can support relatively high stocking densities. Many of the valleys are emptied of cattle over winter, due to the cold temperatures and also the timing of calving on many farms. However, sometimes sheep are then turned onto the valleys, but normally they are left to recover over the winter. Leisure alongside LivestockThe main leisure pursuits that are enjoyed over the Yorkshire Wolds are that of Foxhunting and Partridge shooting. Following on from the Enclosure Act, many plantations of trees were grown, some on valley slopes, but more often at the side of valleys. Although these are rarely used to house livestock, they became good locations for the establishment of the game birds used in shooting. In addition to these plantations, fields of Kale were also sown to act as cover for the birds.","By autocratic I mean that I am solely responsible for the decision making procedure, by consultative I mean that I discuss the problem with others, but ultimately still make the decision myself and by group based I mean that I share the problem with others and we make the decision together. The first autocratic decision procedure is based on me taking known information and making the decision alone. It is very similar to the second autocratic decision procedure, which only differs in the fact that I take the information on which I base my decision from my employees. I would use the first autocratic procedure in situations where I am confident that my knowledge and use of it is better than that of my employees, for example when selling corn to a grain trader. The second autocratic procedure is better for use in situations where I feel my employees may have a useful perspective on the situation, but due to my position as farm manager, I must ultimately make the decision. This procedure may be called for when deciding on the cattle feed rations, or other such situations. The first consultative decision procedure is based on me sharing problems with my employees individually and then deciding alone.",False,1821,1190,36275,36291
373433,"This indicates a large possible market gap, twice as big as for the standard RSI reducing model. I was unable to find any other information about keyboards for the disabled apart from Voice Recognition which when the technology has developed significantly enough may pose a very serious threat to the ergonomic keyboard market. ISSUESIPRPCD Maltron has a range of products but because the owner has never really marketed the products there is little IPR. However, this is largely due to the fact that the main Maltron keyboard is not a patented design. Without a patent there is no possibility of licensing to firms with existing complimentary assets. It is especially important to get a patent for an ergonomic keyboard as it is fairly easy to reverse engineer due to the relatively low amount of technology involved. There is IPR available for the company which was effectively free. This is the rewards the companies products have won and been ranked as a ""millennium product"" by the Design Council in this country. FINANCEPCD Maltron needs some considerable investment capital to get at that global market and supply it.","They are the same here though, because the numerator, net profit, has had the interest deducted before tax, which is gross profit (the denominator is turnover). It relates profit to sales irrespective of entity size. It seems that while both the profit and turnover have increased over the last 5 years, the profit has increased more rapidly resulting in an overall increase in this ratio. Typically a high value at 12.63% currently indicates Radstone are in a strong position to choose the pricing of their products. In the annual report on page 7 it talks about the increasing profit margin in its Embedded Computing business due to its ""rugged"" computer products which may represent a niche market the business is settling in. On pages 4, 7, 8, 10 and 11 of the annual report it is learned that while the Embedded computing business has enjoyed increases in profit margins the other of Radstone groups businesses, EMS (Electronic Manufacturing Service), has suffered profit margin losses. Still, overall the group profit margins have climbed and look good for shareholders.",True,403,593,8242,8318
1386283,"Money is pumped into contingency plans to reduce or preferably avoid risk such as using back up power supplies if mains power fails on servers or by having hardware which outperforms the requirements of the software so it can cope with heavy traffic. It is apparent that the fundamental purpose of a design is to lower the risk of developing software by constructing the architecture and finding the best ways to write the most efficient and robust code possible, so the chance of the system failing when in operation is minute. Lowering risk is crucial for a business as the software driving their systems determines how well they perform in the market; the more efficient the system, the more reputable the business will be for good service. If design wasn't used to develop software for businesses then the systems may not be as reliable or such a good solution as they would otherwise have been. The essay analogy can be used again because without a design, the final product may not be as coherent or as well structured as it could have been. Although the majority of people prefer to sit down and start coding and believe that writing a design is a waste of time, it is ironic because it can actually save a lot of time in the future.","In contrast, the Token Ring architecture copes well with high traffic as collisions do not occur as nodes can only transmit when they are in possession of the token thus making it speedier than Ethernet. Token Ring is a fair network and prevents one node from hogging the network media. It doesn't allow a node that has just transmitted to transmit again in succession, and so the speed of the network is consistent at all times. Ethernet does not have a scheme like this and a node can flood the network with data and not allow others to transmit. This can be frustrating for other users as the network will appear slow. You could argue that Ethernet is more flexible than Token Ring as it can be wired as a Bus or Star topology giving you options with cabling but as prices are dropping rapidly, this is no longer becoming an issue, and the ability for a node to be added onto a bus network makes the architecture very scalable. Token Ring is stuck with the star configuration but this is standard across many architectures today, but it is not very scalable because the more nodes on the network, the less often the token is available and so sub netting is necessary.",True,478,2454,33995,34024
190947,"However, in contrast to the social democratic welfare state, social policy is not underpinned by the principle of solidarity nor does it try to narrow divisions in wealth. Instead it tends to reproduce social hierarchies, both in terms of class - with insurance-based benefits playing a significant role, and in terms of gender - with the family given huge importance as the primary source of social security. Lastly, the liberal welfare regime, which Esping-Anderson associates with the Anglo-American countries, is based on the premise that the free play of market forces generally leads to the optimal distribution of goods. Here the state plays a residual role, seeking to remedy only the worst effects of market failure. The regime-type that a country's welfare state comes to resemble is in large part determined by the configuration of power found in that country. In the early phases of industrialisation the probability of social democracy prevailing was increased when the rural-economy was dominated by small, capital-intensive family farmers (as in Scandinavia), decreased when there were large pools of cheap labour (as in much of continental Europe).","Most importantly for the Conservatives it was politically expedient as it changed the electoral landscape in that by reducing the provision of council houses they were eroding traditional Labour strongholds, with new homeowners more ideologically inclined to vote for the incumbent government. Another key principle of Conservative social policy was to tackle bureaucratic monopolies and impregnate social services with greater levels of competition. Reform was premised on the notion that any service would be more efficiently provided if it was free from administrative controls and political interference. Government support for inefficient producers simply distorts the price mechanism; and the traditional state provision of services creates monopolies not subject to the influence of patient's choice, resulting in the patient not getting the optimal treatment. Referring back to Keith Joseph's quote in the beginning of the essay it is simply unfeasible for government ministers or senior civil servants to be more receptive to the complex and ever-changing needs of the consumer as well as the market does. Employing this rationale, the Conservative government initiated modest reforms; permitting hospitals and other important service providers to become organizationally and financially autonomous and to be run as independent trusts.",False,481,2195,4621,4627
1388147,"It also includes various controls to set up the modem, including a set of register commands which allowed the user to directly set the various memory locations Normally commands are industry standard language used to communicate with the modem, while some modem companies have their additional command sets for their product. The following is a partial list of the common AT command sets appeared in the website of modem product GSM100T. From the table above we learn that:Commands always start with AT and finish with a If command syntax is incorrect, an ERROR string is returned.If command syntax is correct but with some incorrect parameters, the +CME ERROR:  or +CMS ERROR:  strings are returned with different error codes.If the command line has been performed successfully, an OK string is returned.A register is a specific physical location in memory. Normally modems have small amounts of memory onboard. This set of commands is used to enter values in a particular register (memory location). The register will be storing a particular variable (alpha-numeric information) which is utilized by the modem and communication software.","to measure the BER as a function of SNR. Remember: Always edit the working model in order to save time and avoid bugs. In this model, the Error Rate Calculation block compares the demodulated bits to the original source bits. The output of the Error Rate Calculation block is a three element vector containing the calculated BER, the number of error observed and the number of bits processed. The AWGN Channel transmits data, adding random numbers to simulate a noisy channel. Set the stop time to 1000000-1 to allow for the simulation of 1 million bits through the system. Start the simulation. Obtain the BER of the system for SNR values of 0,2,4,... 20dB. After finished BPSK, change the modulator and demodulator to QPSK, 16PSK, 16QAM and 64QAM likewise. Put all the results in a table and draw a graph of BER against SNR in Excel, including all the schemes. So we can compare and contrast them clearly.",False,812,1921,34070,34105
64273,"As they swell and roar around me ..."". The orchestra and voice reach such a point on the verge of climax, that they appear to slow slightly before the music peaks on 'of the world's breath'. This is a point where Wagner's opinion of music reaching the pinnacle of it's expression leaving no other choice but to add words, is completely understandable. Without the highest (sung) note I fear the climax would be vaguely disappointing. The utmost relief that the climax which has built so gradually has finally happened enables us to fully appreciate the beautiful 'coming back to earth' as it were, suggested in the music by the key change on 'to sink'. Again the libretto is complimented by the dying down of the music, 'to drown, to sink unconscious - supreme bliss!' The music has exhausted all tension and emotion and ends with peaceful and warming chords. The Liebestod contains all those elements which make up Wagner's theories of synthesis. The libretto 'grasps the inner psychology and emotions of the characters and these are portrayed for all they are worth by the music.'","She ranks the importance of food firmly over the importance of religion, 'Better a torn up bible than spilt food', as Macheath places food above morality. It is we who must debate whether the ends justify the means. Lenin would certainly agree they do. Although here lies the argument that Brecht, brilliant at studying the problems in society, is closer in his thinking to Marx than to Lenin, brilliant at formulating the solution. Dickson, Keith A, Towards Utopia: A Study of Brecht, P55. Dickson, Keith A, Towards Utopia: A Study of Brecht, P55. Brecht, Bertolt, The Mother, P55. Whether Brecht was confident in the value of his consciousness raising or not, Vlasova is a down-to earth realist who, facing up to the wrongs and injustices of the situation, makes a logical decision in favour of Communism. Her grief is moving without becoming sentimental, her defence of the Party direct and persuasive. She demonstrates that the cause depends strongly upon individuals united by a common purpose.",False,1574,2557,1610,1705
93887,"Native Americans were always likely to come off worst in a traditional European battlefield sense. James H. Merrell, The Indians' New World: Catawbas and Their Neighbours from European Contact through the Era of Removal (North Carolina, 1989), p. 190 Axtell, After Columbus, p. 219 However, far too great an emphasis has been placed on European weaponry and technology in their conquest of North America. Despite great admiration for European technology, Native Americans 'had a terrific superiority complex, not only at first contact but long after'. They preferred their own lifestyle without the many complications that they believed the Europeans brought upon themselves. Natives 'very soon realized that Europeans were... seriously flawed in their character and culture... The idea that the native stood in rapt, prolonged awe of Europeans has been exaggerated'. Despite the psychological advantage of guns, as well as their enormous capacity to inflict injury, they were less reliable in many other aspects. Native American bows were far more accurate and were able to operate in all weather, unlike guns which were rendered useless in rain.","Perhaps more important than the displacement of Aboriginal peoples was the effect of disease on the indigenous population. N.G. Butlin estimates that disease halved the Aboriginal population between 1788 and 1850. The single most destructive disease was smallpox because it was highly contagious and was able to spread extraordinarily quickly amongst an indigenous population which had very limited resistance. In the accounts of the Wellington Valley Mission there is also a great deal of evidence of sexually transmitted diseases. Watson states, 'The blacks here are inflicted with the venereal in a dreadful manner, children and even infants have it very commonly."" This huge loss of Aboriginal population meant there were far fewer people to convert. Even within the time period of the Wellington Valley Mission it is apparent that there is a decreasing number of potential converts. Watson declares, 'We have lately had 70 natives here, now only about 20."" However, it is important to note that this reduction in numbers may also have been caused by the other factors examined in this essay rather than explained purely by the deaths of Aborigines. N.G.",True,526,2023,1993,2036
1402482,"The field of antidumping is far from being static as new countries choose to adopt appropriate regulations, and AD measures are being used extensively to ensure different goals, which sceptics describe pejoratively as protectionist, but supporters hail as beneficial towards domestic industries. There appears to be a general agreement that WTO AD regulation needs improvements or even replacing by other more adequate trade instruments and many ways of achieving these objectives are suggested. For instance Matsushitaal. (2003) suggests eliminating such measures in favour of measures developed by the competition law, such as control of predatory pricing. Countries discussing the issue of antidumping during Doha Negotiations also put forward propositions concerning introduction of mandatory lesser duty rate, increased use of price undertakings or establishing more objective guidelines and definitions concerning injury determination process (Jones, 2005). Undoubtedly these are very hard and sensitive issues, since in case of antidumping, whether it concerns agricultural or manufactured goods, someone gains but it is always at the expense of someone else, so the right balance between different interests must be found.","It is necessary to underline that the principle may be found in other legal documents some of which will only be mentioned shortly in this paper. Food and agricultural products may constitute an important source of biological hazards to environment and humans. It is more significant in the light of expanding world economy, liberalisation of food trade and quick progress in food science and technology, as products are transported internationally and thus there is increased risk of spreading unwanted substances. It is generally accepted that importing country may impose regulatory requirements, which must be met by the exporting partner aiming at accessing a given market (Assuring Food Safety and Quality. Guidelines for Strengthening National Food Control Systems), hence it is essential that those rules are sufficiently clear and well defined. Precautionary measures used as an element of trade policy, may be imposed in order to ban or reduce inflow of goods that raise concerns in terms of protecting the public health and environment. It is hardly surprising that precautionary principle as such gives rise to controversy, since it involves discussion between groups representing conflicting interests - on one side profit-oriented companies and on the other - public good (Mbengue, Thomas, 2005).",False,1004,2338,34444,34470
